id,imdb_id,title,original_title,release_year,release_date,runtime_minutes,genres,production_companies,production_countries,spoken_languages,belongs_to_collection,popularity,vote_average,vote_count,weighted_rating,budget,revenue,overview,tagline,status,original_language,adult,video,keywords,has_mpst_synopsis
14873,tt0283426,The Jungle Book 2,The Jungle Book 2,2003,2003-02-07,72.0,"[""Family"",""Animation"",""Adventure""]","[""Walt Disney Pictures"",""Walt Disney Television Animation"",""Walt Disney Animation Australia"",""DisneyToon Studios""]","[""Australia"",""United States of America""]","[""English""]",The Jungle Book Collection,10.605851,5.6,278,5.911,20000000,135680000,"Mowgli, missing the jungle and his old friends, runs away from the man village unaware of the danger he's in by going back to the wild.",Feel the jungle beat,Released,en,False,False,"[""river"",""musical"",""tiger"",""village"",""feral child"",""sequel"",""bear"",""jungle"",""orphan"",""vulture"",""gong"",""lost"",""shake"",""mango""]",True
14885,tt0457437,Pooh's Heffalump Halloween Movie,Pooh's Heffalump Halloween Movie,2005,2005-09-13,67.0,"[""Animation"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,2.568495,5.4,7,6.1809,0,0,"It's Halloween in the 100 Acre Wood, and Roo's best new friend, Lumpy, is looking forward to his first time trick-or-treating. That is, until Tigger warns them about the scary Gobloon, who'll turn them into jack-o'-lanterns if he catches them. But if Roo and Lumpy turn the tables on the Gobloon, they get to make a wish! Lumpy and Roo decide to be ""brave together, brave forever"" and catch the Gobloon so they can make their wishes come true.",Celebrate Lumpy's First Halloween.,Released,en,False,False,"[""halloween"",""winnie the pooh""]",False
15081,tt0057579,The Three Lives of Thomasina,The Three Lives of Thomasina,1963,1963-12-11,97.0,"[""Fantasy"",""Drama"",""Thriller"",""Science Fiction"",""Mystery"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English"",""Français""]",,2.09685,6.8,12,6.2223,0,0,"Thomasina is the pet cat of Mary McDhui, the daughter of Scottish veterinarian Andrew McDhui. When Thomasina falls ill, McDhui declares that the pet should be put down. But when Mary and her father try to bury the cat, Lori MacGregor (Susan Hampshire), who is said to be a witch, shows up and attempts to steal it.","I Am Thomasina — A Most Unusual Cat ... They Say I'm Enchanted, and I Am!",Released,en,False,False,[],True
15300,tt0104990,Newsies,Newsies,1992,1992-04-10,121.0,"[""Drama"",""Music"",""Family""]","[""Walt Disney Pictures"",""Touchwood Pacific Partners 1""]","[""United States of America""]","[""English""]",,4.095602,6.2,66,6.1993,15000000,0,"A week in the life of the exploited, child newspaper sellers in turn-of-the-century New York. When their publisher, Joseph Pulitzer, tries to squeeze a little more profit out of their labours, they organize a strike, only to be confronted with the Pulitzer's hard-ball tactics.",A Thousand Voices. A Single Dream.,Released,en,False,False,"[""juvenile crime"",""child empowerment"",""brawl"",""boy singer"",""name change"",""slingshot"",""juvenile detention""]",True
15487,tt0388980,The Greatest Game Ever Played,The Greatest Game Ever Played,2005,2005-09-30,120.0,"[""Drama"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,6.969342,6.9,112,6.3897,25000000,15431177,"A biopic of 20-year-old Francis Ouimet who defeated his golfing idol and 1900 US Open Champion, Harry Vardon.",Based on a True Story,Released,en,False,False,"[""sport""]",True
15655,tt0220099,The Tigger Movie,The Tigger Movie,2000,2000-02-11,77.0,"[""Animation"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,7.023414,6.3,146,6.2322,30000000,45554533,"As it happens, everybody - Pooh, Piglet, Eeyore, Roo, Rabbit, Owl - is busy preparing a suitable winter home for Eeyore. When everything they do seems to get undone by Tigger's exuberant bouncing, Rabbit suggest Tigger go outside and find other tiggers to bounce with - a notion Tigger finds ridiculous because, after all, he's ""the onliest one"" Or is he?",,Released,en,False,False,"[""owl"",""donkey"",""tiger"",""piglet"",""bear"",""rabbit"",""woman director""]",False
15657,tt0437503,Tarzan II,Tarzan II,2005,2005-06-13,72.0,"[""Adventure"",""Animation"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",Tarzan (Animation) Collection,6.668987,6.0,231,6.1125,0,0,"Experience the beginning of the legend with Disney's Tarzan Ⅱ, a hilarious, all-new, animated motion picture loaded with laughs, irresistible new songs by Phil Collins, and the inspired voice talent of Glenn Close, George Carlin, and Emmy Award winner Brad Garrett. Before he was King of the Jungle, Tarzan was an awkward young kid just trying to fit in. When one of his missteps puts his family in jeopardy, Tarzan decides they would be better off without him. His thrilling new journey brings him face to face with the mysterious Zugor, the most powerful force in the land. Together, Tarzan and Zugor discover that being different is not a weakness and that friends and family are the greatest strength of all. This action-packed adventure is sure to delight the entire family. Get ready to GO APE over Disney's wild, new Tarzan Ⅱ.",The Legend Begins,Released,en,False,False,"[""tarzan""]",False
15789,tt0113198,A Goofy Movie,A Goofy Movie,1995,1995-04-07,78.0,"[""Romance"",""Animation"",""Family"",""Comedy"",""Adventure""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",A Goofy Movie Collection,10.177977,6.7,404,6.4866,0,35348597,"Though Goofy always means well, his amiable cluelessness and klutzy pratfalls regularly embarrass his awkward adolescent son, Max. When Max's lighthearted prank on his high-school principal finally gets his longtime crush, Roxanne, to notice him, he asks her on a date. Max's trouble at school convinces Goofy that he and the boy need to bond over a cross-country fishing trip like the one he took with his dad when he was Max's age, which throws a kink in his son's plans to impress Roxanne.",It's the story of a father who couldn't be closer...to driving his son crazy.,Released,en,False,False,"[""father son relationship"",""pop singer"",""musical"",""celebrity"",""road trip"",""dead mother"",""first love"",""goofy""]",False
15947,tt0038166,The Three Caballeros,The Three Caballeros,1944,1944-07-21,71.0,"[""Animation"",""Family"",""Music""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English"",""Português"",""Español""]",Caballeros Collection,8.702472,6.2,108,6.1994,0,0,"For Donald's birthday he receives a box with three gifts inside. The gifts, a movie projector, a pop-up book, and a pinata, each take Donald on wild adventures through Mexico and South America.",,Released,en,False,False,"[""part live action"",""south america"",""pinata"",""live action and animation""]",True
16084,tt0076054,Freaky Friday,Freaky Friday,1976,1976-12-17,95.0,"[""Fantasy"",""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,8.977922,6.3,64,6.2169,0,0,"School girl Annabel is hassled by her mother, and Mrs. Andrews is annoyed with her daughter, Annabel. They both think that the other has an easy life. On a normal Friday morning, both complain about each other and wish they could have the easy life of their daughter/mother for just one day and their wishes come true as a bit of magic puts Annabel in Mrs. Andrews' body and vice versa. They both have a Freaky Friday.","Annabel and her Mother are not quite themselves today - in fact, they're each other!",Released,en,False,False,[],False
16508,tt0187819,Doug's 1st Movie,Doug's 1st Movie,1999,1999-03-26,77.0,"[""Animation"",""Family"",""Comedy""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,2.924948,5.4,22,6.1446,0,0,Doug and his pal Skeeter set's out to find the monster of Lucky Duck Lake. Though things get really out of hand when some one blurts out that the monster is real.,You'll Dig Doug!,Released,en,False,False,"[""journalism"",""dance"",""daydream"",""friendship"",""pollution"",""cartoon"",""number in title"",""kids and family"",""valentine""]",True
16690,tt0280030,Return to Never Land,Return to Never Land,2002,2002-02-14,72.0,"[""Adventure"",""Fantasy"",""Animation"",""Family""]","[""Walt Disney Pictures"",""Walt Disney Television Animation"",""Walt Disney Animation Australia"",""DisneyToon Studios"",""Walt Disney Animation Canada""]","[""Australia"",""Canada"",""United States of America""]","[""English""]",Peter Pan Collection,8.759774,6.1,304,6.1493,20000000,109862682,"The classic tale of 'Peter Pan' continues in Disney's sequel 'Return to Never Land'. In 1940 on a world besieged by World War II, Wendy, now grown up, has two children, one of them is her daughter, Jane.",The Classic Continues,Released,en,False,False,"[""animation""]",True
17037,tt0155753,I'll Be Home for Christmas,I'll Be Home for Christmas,1998,1998-11-12,86.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,3.366048,5.2,65,6.0212,30000000,0,"Estranged from his father, college student Jake is lured home to New York for Christmas with the promise of receiving a classic Porsche as a gift. When the bullying football team dumps him in the desert in a Santa suit, Jake is left without identification or money to help him make the journey. Meanwhile, his girlfriend, Allie, does not know where he is, and accepts a cross-country ride from Jake's rival, Eddie.",Somewhere between L.A. and N.Y. Jake found the meaning of Christmas.,Released,en,False,False,"[""holiday"",""woman director"",""christmas""]",False
17979,tt1067106,A Christmas Carol,A Christmas Carol,2009,2009-11-04,96.0,"[""Animation"",""Drama""]","[""Walt Disney Pictures"",""ImageMovers""]","[""United States of America""]","[""English""]",,12.869273,6.6,1137,6.5163,200000000,325233863,"Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",Season's Greedings,Released,en,False,False,"[""holiday"",""based on novel"",""victorian england"",""money"",""christmas eve"",""scrooge"",""christmas carol"",""ghost"",""lesson"",""charles dickens"",""christmas""]",True
18126,tt1114677,Hannah Montana: The Movie,Hannah Montana: The Movie,2009,2009-04-10,102.0,"[""Comedy"",""Drama"",""Family"",""Music"",""Romance""]","[""Walt Disney Pictures"",""It's a Laugh Productions"",""Millar Gough Ink""]","[""United States of America""]","[""English""]",,6.332878,6.0,465,6.0781,35000000,155545279,"When Miley Stewart (aka pop-star Hannah Montana) gets too caught up in the superstar celebrity lifestyle, her dad decides it's time for a total change of scenery. But sweet nibblets! Miley must trade in all the glitz and glamour of Hollywood for some ol' blue jeans on the family farm in Tennessee, and question if she can be both Miley Stewart and Hannah Montana. With a little help from her friends – and awesome guest stars Taylor Swift, Rascal Flatts and Vanessa Williams – will she figure out whether to choose Hannah or Miley?",She has the best of both worlds...now she has to choose just one.,Released,en,False,False,"[""double life"",""pop star"",""musical"",""tennessee"",""teenage girl"",""teen movie"",""teenager"",""hometown"",""famous""]",True
18269,tt0249677,Lady and the Tramp II: Scamp's Adventure,Lady and the Tramp II: Scamp's Adventure,2001,2001-02-18,69.0,"[""Romance"",""Animation"",""Family"",""Adventure""]","[""Walt Disney Pictures"",""Walt Disney Animation Australia"",""DisneyToon Studios"",""Walt Disney Television Animation""]","[""Australia"",""United States of America""]","[""English""]",Lady and the Tramp Collection,9.672521,6.0,256,6.1075,0,0,"Lady and Tramp's mischievous pup, Scamp, gets fed up with rules and restrictions imposed on him by life in a family, and longs for a wild and free lifestyle. He runs away from home and into the streets where he joins a pack of stray dogs known as the ""Junkyard Dogs."" Buster, the pack's leader, takes an instant disliking to the ""house-dog"" and considers him a rival. Angel, a junkyard pup Scamp's age, longs for the safety and comfort of life in a family and the two become instant companions. Will Scamp choose the wild and free life of a stray or the unconditional love of his family?",,Released,en,False,False,"[""initiation"",""cartoon dog"",""dogcatcher"",""dog pound"",""firefly"",""runaway child""]",False
18357,tt0276033,The Country Bears,The Country Bears,2002,2002-07-26,88.0,"[""Adventure"",""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,7.007574,4.3,20,6.0805,35000000,0,"For Beary Barrington, The Country Bears' young #1 fan, fitting in with his all-too-human family is proving im-paws-ible. When he runs away to find Country Bear Hall and his heroes, he discovers the venue that made them famous is near foreclosure. Beary hightails it over the river and through the woods to get the Bears in the Band back together for an all-out reunion concert to save Country Bear Hall.",It's A Bear Getting The Family Together!,Released,en,False,False,"[""human animal relationship"",""musical"",""clowning"",""bear"",""social satire"",""aftercreditsstinger"",""duringcreditsstinger""]",True
18736,tt0306841,The Lizzie McGuire Movie,The Lizzie McGuire Movie,2003,2003-04-25,94.0,"[""Family"",""Comedy""]","[""Walt Disney Pictures"",""Teen Life Productions""]","[""United States of America""]","[""Italiano"",""English""]",,6.730857,5.8,292,6.0023,17000000,55534455,"Lizzie McGuire has graduated from middle school and takes a trip to Rome, Italy.",The only risk in taking an adventure is not taking it at all.,Released,en,False,False,[],False
19186,tt0055277,The Parent Trap,The Parent Trap,1961,1961-06-12,129.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",Parent Trap Collection,5.807074,6.8,92,6.3402,0,0,"Hayley Mills plays twins who, unknown to their divorced parents, meet at a summer camp. Products of single parent households, they switch places (surprise!) so as to meet the parent they never knew, and then contrive to reunite them.",,Released,en,False,False,"[""deception"",""twins""]",True
19585,tt0436339,G-Force,G-Force,2009,2009-07-21,88.0,"[""Fantasy"",""Action"",""Adventure"",""Family"",""Comedy""]","[""Walt Disney Pictures"",""Jerry Bruckheimer Films"",""Whamaphram Productions""]","[""United States of America""]","[""English""]",,9.163791,5.1,519,5.5026,150000000,292817841,"A team of trained secret agent animals, guinea pigs Darwin, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?",The world needs bigger heroes,Released,en,False,False,"[""dyr"",""duringcreditsstinger""]",True
19766,tt0301454,Inspector Gadget 2,Inspector Gadget 2,2003,2003-03-11,89.0,"[""Action"",""Adventure"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""Fountain Films""]","[""Australia""]","[""English""]",Inspector Gadget Collection,10.923985,3.9,92,5.6596,12000000,0,"After capturing Claw, all the criminals have gone into hiding until, Claw escapes! Gadget thinks he will get the case, but everyone else has other planes. A new version of the Gadget project is unveiled in the form of G2. Strict orders are given for Gadget to stay away from G2 and every crime scene, but Gadget feels he is needed more than anyone.",Inspect the unexpected.,Released,en,False,False,"[""cyborg"",""gadget"",""sequel"",""based on cartoon""]",True
20277,tt0061135,The Ugly Dachshund,The Ugly Dachshund,1966,1966-02-16,93.0,"[""Comedy"",""Drama"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,2.159291,6.4,27,6.2157,0,0,"The Garrisons (Dean Jones and Suzanne Pleshette) are the ""proud parents"" of three adorable dachshund pups -- and one overgrown Great Dane named Brutus, who nevertheless thinks of himself as a dainty dachsie. His identity crisis results in an uproarious series of household crises that reduce the Garrisons' house to shambles -- and viewers to howls of laughter!",A HAPPY HONEYMOON GOES TO THE DOGS!...When a Great Dane disguised as a Dachsie crashes the party!,Released,en,False,False,"[""great dane"",""dachshund""]",True
20526,tt1104001,TRON: Legacy,TRON: Legacy,2010,2010-12-10,125.0,"[""Adventure"",""Action"",""Science Fiction""]","[""Walt Disney Pictures"",""LivePlanet"",""Prana Studios"",""Sean Bailey Productions"",""Revolution Sun Studios"",""Kontsept Film Company""]","[""United States of America""]","[""English""]",TRON Collection,21.259,6.3,2895,6.2905,170000000,400062763,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",The Game Has Changed.,Released,en,False,False,"[""artificial intelligence"",""secret identity"",""computer program"",""dystopia"",""computer"",""deception"",""duel"",""motorcycle"",""neon light"",""autocracy""]",True
20735,tt0120317,That Darn Cat,That Darn Cat,1997,1997-02-14,89.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures""]",[],"[""English"",""Français""]",,1.496999,3.9,11,6.1178,0,0,"While making his nightly rounds in the neighborhood, Patti's pet cat D.C. finds himself the carrier of a call for help from a kidnap victim. Patti enlists skeptical law enforcement help to find the victim before it's too late.","This FBI agent is purring his life on the line. Fortunately, he's got nine.",Released,en,False,False,[],True
20737,tt0118570,Air Bud,Air Bud,1997,1997-08-01,98.0,"[""Comedy"",""Family"",""Drama""]","[""Walt Disney Pictures""]","[""Canada"",""United States of America""]","[""English""]",Air Bud Collection,9.407128,5.3,108,5.9611,3000000,23144499,"A young boy and a talented stray dog with an amazing basketball playing ability become instant friends. Rebounding from his father's accidental death, 12-year-old Josh Framm moves with his family to the small town of Fernfield, Washington. The new kid in town, Josh has no friends and is too shy to try out for the school basketball team. Instead he prefers to practice alone on an abandoned court, he befriends a runaway golden retriever named Buddy. Josh is amazed when he realizes that Buddy loves basketball...that is playing basketball...and he is GOOD! Josh eventually makes the school team and Buddy is named the Team Mascot. Josh and Buddy become the stars of halftime. Buddy's half-time talent draws media attention. Unfortunately, when Buddy's mean former owner, Norm Snively, comes along with a scheme to cash in on the pup's celebrity, it looks like they are going to be separated.",He Sits. He Stays. He Shoots. He Scores.,Released,en,False,False,"[""clown"",""golden retriever"",""dog actor""]",False
20760,tt0457993,Lilo & Stitch 2: Stitch has a Glitch,Lilo & Stitch 2: Stitch has a Glitch,2005,2005-01-29,68.0,"[""Animation"",""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",Lilo & Stitch Collection,10.971661,6.3,246,6.2446,0,0,"Now, we find the rowdy extraterrestrial getting used to life with his new ohana. However, a malfunction in the ultimate creation of Dr. Jumba soon emerges, which reinstates his destructive programming and threatens to both ruin his friendship with Lilo and to short him out for good!",,Released,en,False,False,[],False
21385,tt0371823,"Mickey, Donald, Goofy: The Three Musketeers","Mickey, Donald, Goofy: The Three Musketeers",2004,2004-08-04,68.0,"[""Adventure"",""Animation"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""DisneyToon Studios""]","[""United States of America""]","[""English""]",,7.673021,6.3,162,6.2345,0,0,"In Disney's take on the Alexander Dumas tale, Mickey Mouse, Donald Duck and Goofy want nothing more than to perform brave deeds on behalf of their queen (Minnie Mouse), but they're stymied by the head Musketeer, Pete. Pete secretly wants to get rid of the queen, so he appoints Mickey and his bumbling friends as guardians to Minnie, thinking such a maneuver will ensure his scheme's success. The score features songs based on familiar classical melodies.",All for fun and fun for all,Released,en,False,False,"[""mickey mouse"",""musketeer"",""donald duck"",""pegleg pete"",""minnie mouse"",""pluto"",""goofy"",""daisy duck""]",True
21970,tt0081738,The Watcher in the Woods,The Watcher in the Woods,1980,1980-04-17,83.0,"[""Fantasy"",""Horror"",""Science Fiction"",""Thriller""]","[""Walt Disney Pictures""]","[""United Kingdom"",""United States of America""]","[""English"",""Deutsch""]",,9.003838,6.4,40,6.2228,0,5000000,"No sooner does an all-American family takes possession of a baronial English manor when all manner of peculiar things occurring, including signs that point to the disappearance of a young girl during a solar eclipse decades before. Bette Davis headlines and Lynn-Holly Johnson co-stars in this suspenseful take on haunted houses.",Scared of going into the woods? You should be ...,Released,en,False,False,"[""country house"",""solar eclipse"",""haunted house"",""past""]",True
22559,tt0417415,Aliens of the Deep,Aliens of the Deep,2005,2005-01-21,47.0,"[""Action"",""Documentary"",""Science Fiction""]","[""Walt Disney Pictures"",""Walden Media""]","[""United States of America""]","[""English""]",,1.924682,6.8,19,6.2349,0,0,"James Cameron teams up with NASA scientists to explore the Mid-Ocean Ridge, a submerged chain of mountains that band the Earth and are home to some of the planet's most unique life forms.",,Released,en,False,False,"[""deep sea""]",False
22949,tt0976238,Old Dogs,Old Dogs,2009,2009-11-24,88.0,"[""Comedy"",""Family""]","[""Walt Disney Pictures"",""Tapestry Films""]","[""United States of America""]","[""English"",""Український""]",,9.52295,5.2,215,5.782,35000000,92219310,"Charlie and Dan have been best friends and business partners for thirty years; their Manhattan public relations firm is on the verge of a huge business deal with a Japanese company. With two weeks to sew up the contract, Dan gets a surprise: a woman he married on a drunken impulse nearly nine years before (annulled the next day) shows up to tell him he's the father of her twins, now seven, and she'll be in jail for 14 days for a political protest. Dan volunteers to keep the tykes, although he's up tight and clueless. With Charlie's help is there any way they can be dad and uncle, meet the kids' expectations, and still land the account?",Life is Not Child-Proof.,Released,en,False,False,"[""japanese"",""camp"",""best friend"",""co-worker"",""kids"",""duringcreditsstinger"",""sports marketing firm""]",True
23438,tt0103262,Wild Hearts Can't Be Broken,Wild Hearts Can't Be Broken,1991,1991-05-24,88.0,"[""Drama"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English"",""Pусский""]",,6.254895,7.4,25,6.2915,0,0,"A runaway orphan, young Sonora, persists in a menial job mucking stables in Doc Carver's travelling stunt show. Her great wish is to become a death-defying ""diving girl,"" but Doc refuses her pleas. Undaunted, Sonora's gutsy resolve finally convinces him to give her a break. On the brink of stardom, however, a cruel twist of fate threatens to destroy her dream.",,Released,en,False,False,"[""horseback riding"",""horse"",""great depression"",""romance"",""orphan"",""blindness"",""runaway teen""]",True
24034,tt0350194,Teacher's Pet,Teacher's Pet,2004,2004-01-16,74.0,"[""Animation"",""Drama"",""Family"",""Music""]","[""Walt Disney Pictures"",""Walt Disney Television Animation""]","[""United States of America""]","[""English""]",,0.491334,5.5,2,6.1945,10000000,0,"Spot (Lane) is a dog who can talk and read. Posing as a human, he sneaks into school with his master Leonard (Flemming). Educational adventures ensue",A musical tail about one dog's dream of becoming a boy,Released,en,False,False,[],True
24767,tt0110157,Iron Will,Iron Will,1994,1994-01-14,108.0,"[""Adventure"",""Drama"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,9.074631,6.2,52,6.1993,0,0,"When Will Stoneman's father dies, he is left alone to take care of his mother and their land. Needing money to maintain it, he decides to join a cross country dogsled race. This race will require days of racing for long hours, through harsh weather and terrain. This young man will need a lot of courage and a strong will to complete this race.",,Released,en,False,False,[],False
24793,tt0176892,A Knight in Camelot,A Knight in Camelot,1998,1998-11-08,90.0,"[""Adventure"",""Fantasy"",""Comedy"",""Science Fiction"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,9.062226,5.1,25,6.1146,0,0,"Yet another variation on Mark Twain's ""A Connecticut Yankee At King Arthur's Court."" Here, a computer malfunction causes a science researcher to be sent back in time with her laptop, which she uses to amaze the court.",,Released,en,False,False,"[""experiment"",""time travel"",""knight"",""king arthur""]",False
24795,tt0109127,Angels in the Outfield,Angels in the Outfield,1994,1994-07-15,102.0,"[""Fantasy"",""Drama"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""Caravan Pictures""]","[""United States of America""]","[""English"",""Français"",""Italiano"",""Español""]",,10.892812,5.7,124,6.0532,0,50236831,"Roger is a foster child whose irresponsible father promises to get his act together when Roger's favourite baseball team, the California Angels, wins the pennant. The problem is that the Angels are in last place, so Roger prays for help to turn the team around. Sure enough, his prayers are answered in the form of angel Al.",Ya Gotta Believe!,Released,en,False,False,"[""baseball""]",False
24808,tt0086336,Something Wicked This Way Comes,Something Wicked This Way Comes,1983,1983-04-29,95.0,"[""Fantasy"",""Mystery"",""Thriller""]","[""Walt Disney Pictures"",""Bryna Productions""]","[""United States of America""]","[""English""]",,3.985819,6.6,38,6.2442,19000000,5656087,"In a small American town, a diabolical circus arrives, granting wishes for the townsfolk, but twisted as only the esteemed Mr. Dark can make them. Can two young boys overcome the worst the devil himself can deal out?",What would you give a man who could make your deepest dreams come true?,Released,en,False,False,"[""circus"",""witch"",""based on novel"",""lightning"",""dream"",""maze"",""elephant"",""clown"",""carnival"",""spider"",""black magic"",""boy"",""decapitation"",""storm"",""tarantula"",""gothic"",""sideshow"",""child murder"",""autumn"",""lightning rod""]",False
24982,tt0297144,Ghosts of the Abyss,Ghosts of the Abyss,2003,2003-04-10,92.0,"[""Documentary""]","[""Walt Disney Pictures"",""Walden Media"",""Earthship Productions""]","[""Mexico"",""United States of America""]","[""English""]",,4.835446,7.1,39,6.3028,13000000,17040871,"Academy Award® winning director and master storyteller James Cameron journeys back to the site of his greatest inspiration, the legendary wreck of the Titanic. With a team of the world's foremost historic and marine experts and friend Bill Paxton, he embarks on an unscripted adventure back to the final grave where nearly 1,500 souls lost their lives almost a century ago.",The legend no one can forget has become the greatest adventure ever filmed.,Released,en,False,False,"[""diving"",""expedition"",""shipwreck"",""titanic"",""underwater"",""oceanic expedition"",""imax""]",False
25059,tt0116552,Homeward Bound II: Lost in San Francisco,Homeward Bound II: Lost in San Francisco,1996,1996-03-08,89.0,"[""Adventure"",""Comedy"",""Drama"",""Family""]","[""Walt Disney Pictures""]","[""Canada"",""United States of America""]",[],Homeward Bound Collection,14.657754,6.0,105,6.1475,0,32709423,"Your favorite talking animals are back! The film focuses on the further adventures of Shadow (voiced by Ralph Waite), Sassy (voiced by Sally Field), and Chance (voiced by Michael J. Fox). Shadow is the old, wise one and presumably the leader of the three. Sassy is the smart-aleck of the bunch, but helpful in times as well. Chance is the young, anxious one who usually gets into trouble and relies o",Your favorite talking animals are back!,Released,en,False,False,[],False
25441,tt0063341,Never a Dull Moment,Never a Dull Moment,1968,1968-06-26,99.0,"[""Action"",""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,1.942718,6.3,2,6.1998,0,0,"When practicing for a role, actor Jack is mistaken for the killer Ace. He doesn't realize this until it's too late and is carried off to gangster boss Leo Smooth, who wants Ace to do a job for him. Fearing for his life, Jack plays his role, but always searching for a way out of the well-guarded house. - By: Tom Zoerner",They're having such a wonderful crime!,Released,en,False,False,"[""artwork"",""mistaken identity"",""spectacle""]",False
25445,tt0061749,The Happiest Millionaire,The Happiest Millionaire,1967,1967-06-26,172.0,"[""Comedy"",""Drama"",""Family"",""Music""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,3.395277,5.8,8,6.1888,0,0,"A happy and unbelievably lucky young Irish immigrant, John Lawless, lands a job as the butler of an unconventional millionaire, Biddle. His daughter, Cordelia Drexel Biddle, tires of the unusual antics of her father--especially since the nice young men around town all fear him. Wouldn't you fear a father-in-law that keeps alligators for pets and teaches boxing at his daily Bible classes?",,Released,en,False,False,[],False
25475,tt1216516,Tinker Bell and the Lost Treasure,Tinker Bell and the Lost Treasure,2009,2009-09-03,81.0,"[""Animation"",""Family"",""Adventure"",""Fantasy""]","[""DisneyToon Studios"",""Walt Disney Animation Studios"",""Prana Animation Studios""]","[""India"",""United States of America""]","[""English""]",Tinker Bell Collection,10.200558,6.4,230,6.2863,0,0,"A blue harvest moon will rise, allowing the fairies to use a precious moonstone to restore the Pixie Dust Tree, the source of all their magic. But when Tinker Bell accidentally puts all of Pixie Hollow in jeopardy, she must venture out across the sea on a secret quest to set things right.",Adventure beyond Pixie Hollow,Released,en,False,False,"[""friendship"",""based on children's book"",""anger issues"",""inspired by novel""]",True
26264,tt0322389,George of the Jungle 2,George of the Jungle 2,2003,2003-08-18,87.0,"[""Adventure"",""Comedy"",""Family""]","[""Walt Disney Pictures""]","[""Australia"",""United States of America""]","[""English""]",George of the Jungle Collection,11.885797,3.9,97,5.6374,0,0,"George and Ursula now have a son, George Junior, so Ursula's mother arrives to try and take them back to ""civilization"".",Watch Out For That Sequel!,Released,en,False,False,[],True
26441,tt0112499,The Big Green,The Big Green,1995,1995-09-29,100.0,"[""Action"",""Adventure"",""Comedy"",""Family""]","[""Walt Disney Pictures"",""Caravan Pictures""]","[""United States of America""]","[""English"",""Deutsch""]",,5.982764,5.2,41,6.079,0,0,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",The biggest kick of the year!,Released,en,False,False,"[""sport"",""kids and family"",""soccer"",""woman director""]",False
